MRP - PO Suggestion

	Purch.doc.	Item	Vendor	Vendor Name	Material	      Quantity	Deliv.date	Material description	Plnt	Exception message	Excep.msg.	Curr.	        Net price	OPUn	     GR Qty.	ABC	 PDT	SafetyTime	GRT	IPT	Ship Date	PGr	Purch. gp.	Item text	Del. text	PO creatio	ETD.Seq.nu	ETD	Confirmed.	Invoice	Last chang	User name	ETD Status	ETD Status Text
	4700012586	  90	MROCLOUD	CLOUD NETWORK TECHNOLOGY SINGAPORE	RU1130000525	   27,000.000	07/26/2023	IC,LowVoltageResetchip,Madison,sm"	461B	Reschedule out (09/01/23)		USD	        0.035000	PC	      0.000		  0		 0	 0	07/26/2023	M64	MILANA M. DE SOUZA			04/26/2023			    0.000				WA	Waiting Acknowledgment
	4700012586	 100	MROCLOUD	CLOUD NETWORK TECHNOLOGY SINGAPORE	RU1130000538	   51,000.000	07/26/2023	IC, Reg, Switcher, Step-Down, 2A Min, Ad	461B	Reschedule out (08/03/23)		USD	        0.060000	PC	      0.000		  0		 0	 0	07/26/2023	M64	MILANA M. DE SOUZA			04/26/2023			    0.000				WA	Waiting Acknowledgment
	4700012586	 110	MROCLOUD	CLOUD NETWORK TECHNOLOGY SINGAPORE	RU1130000559	   25,000.000	07/26/2023	IC, SPDT antenna switch, 0.1-7.125GHz mi	461B	Reschedule out (08/03/23)		USD	        0.040000	PC	      0.000		  0		 0	 0	07/26/2023	M64	MILANA M. DE SOUZA			04/26/2023			    0.000				WA	Waiting Acknowledgment
	4700012586	 120	MROCLOUD	CLOUD NETWORK TECHNOLOGY SINGAPORE	RU1315000059	   27,000.000	07/26/2023	Crystal, 40MHz, 15PPM, 2.5x2.0x.55mm, SM	461B	Reschedule out (08/04/23)		USD	        0.070000	PC	      0.000		  0		 0	 0	07/26/2023	M64	MILANA M. DE SOUZA			04/26/2023			    0.000				WA	Waiting Acknowledgment
	4700012586	 130	MROCLOUD	CLOUD NETWORK TECHNOLOGY SINGAPORE	RU1315000118	   27,000.000	07/26/2023	XTAL, 27.0MHz, 18pF, 50 ESR, 95C,  30ppm	461B	Reschedule out (09/01/23)		USD	        0.070000	PC	      0.000		  0		 0	 0	07/26/2023	M64	MILANA M. DE SOUZA			04/26/2023			    0.000				WA	Waiting Acknowledgment
	4700012586	 140	MROCLOUD	CLOUD NETWORK TECHNOLOGY SINGAPORE	RU1341000083	   24,000.000	07/26/2023	Switch, Tactile, Momentary, 50mA 12V, Ri	461B	Reschedule out (08/03/23)		USD	        0.033000	PC	      0.000		  0		 0	 0	07/26/2023	M64	MILANA M. DE SOUZA			04/26/2023			    0.000				WA	Waiting Acknowledgment
	4700012586	 150	MROCLOUD	CLOUD NETWORK TECHNOLOGY SINGAPORE	RU1350000125	  129,000.000	07/26/2023	Diode, Schottky, 30V, 200mA, RB520S30, S	461B	Reschedule out (08/04/23)		USD	        0.010040	PC	      0.000		  0		 0	 0	07/26/2023	M64	MILANA M. DE SOUZA			04/26/2023			    0.000				WA	Waiting Acknowledgment
	4700012586	 160	MROCLOUD	CLOUD NETWORK TECHNOLOGY SINGAPORE	RU1350000148	   54,000.000	07/26/2023	Diode, ESD, TVS, Quad, 5V, High Speed, S	461B	Reschedule out (08/04/23)		USD	        0.027300	PC	      0.000		  0		 0	 0	07/26/2023	M64	MILANA M. DE SOUZA			04/26/2023			    0.000				WA	Waiting Acknowledgment
	4700012586	 170	MROCLOUD	CLOUD NETWORK TECHNOLOGY SINGAPORE	RU1350000154	   60,000.000	07/26/2023	Diode,ESD,Dual,5V,UltraLowCapacit"	461B	Reschedule out (09/02/23)		USD	        0.018800	PC	      0.000		  0		 0	 0	07/26/2023	M64	MILANA M. DE SOUZA			04/26/2023			    0.000				WA	Waiting Acknowledgment
	4700012586	 180	MROCLOUD	CLOUD NETWORK TECHNOLOGY SINGAPORE	RU1350000183	  160,000.000	07/26/2023	ESD Protection, Nemo, Single Channel, 30	461B	Reschedule out (08/04/23)		USD	        0.010650	PC	      0.000		  0		 0	 0	07/26/2023	M64	MILANA M. DE SOUZA			04/26/2023			    0.000				WA	Waiting Acknowledgment
	4700012586	 190	MROCLOUD	CLOUD NETWORK TECHNOLOGY SINGAPORE	RU1350000195	   30,000.000	07/26/2023	Diode,ESD,TVS,Single,15V,USBpower"	461B	Reschedule out (09/02/23)		USD	        0.041680	PC	      0.000		  0		 0	 0	07/26/2023	M64	MILANA M. DE SOUZA			04/26/2023			    0.000				WA	Waiting Acknowledgment
	4700012586	 200	MROCLOUD	CLOUD NETWORK TECHNOLOGY SINGAPORE	RU1360000068	   27,000.000	07/26/2023	Transistor, NPN, Darlington, 30V, 300mA,	461B	Reschedule out (08/04/23)		USD	        0.012200	PC	      0.000		  0		 0	 0	07/26/2023	M64	MILANA M. DE SOUZA			04/26/2023			    0.000				WA	Waiting Acknowledgment
	4700012586	 210	MROCLOUD	CLOUD NETWORK TECHNOLOGY SINGAPORE	RU1360000069	   27,000.000	07/26/2023	Transistor, MMDT3904, Dual, NPN, Switchi	461B	Reschedule out (08/04/23)		USD	        0.012200	PC	      0.000		  0		 0	 0	07/26/2023	M64	MILANA M. DE SOUZA			04/26/2023			    0.000				WA	Waiting Acknowledgment
	4700012586	 220	MROCLOUD	CLOUD NETWORK TECHNOLOGY SINGAPORE	RU1371000071	   24,000.000	07/26/2023	IC, RF Combiner, Mixer, 2.4GHz, 5Ghz, 6-	461B	Reschedule out (08/03/23)		USD	        0.036000	PC	      0.000		  0		 0	 0	07/26/2023	M64	MILANA M. DE SOUZA			04/26/2023			    0.000				WA	Waiting Acknowledgment
	4700012586	 230	MROCLOUD	CLOUD NETWORK TECHNOLOGY SINGAPORE	RU1372000340	   78,000.000	07/26/2023	IND, 2.2uH, 20%, 0.110Ohm, 1.2A, 2.0mm x	461B	Reschedule out (08/04/23)		USD	        0.019320	PC	      0.000		  0		 0	 0	07/26/2023	M64	MILANA M. DE SOUZA			04/26/2023			    0.000				WA	Waiting Acknowledgment
	4700012586	 240	MROCLOUD	CLOUD NETWORK TECHNOLOGY SINGAPORE	RU1372000418	   27,000.000	07/26/2023	IND,2.2uH,+/-20%,1500mA,2016	461B	Reschedule out (09/01/23)		USD	        0.020640	PC	      0.000		  0		 0	 0	07/26/2023	M64	MILANA M. DE SOUZA			04/26/2023			    0.000				WA	Waiting Acknowledgment
	4700012586	 250	MROCLOUD	CLOUD NETWORK TECHNOLOGY SINGAPORE	RU1372000434	   54,000.000	07/26/2023	IND,1.0uH,20%,3.4AISat,47mohm,2.5"	461B	Reschedule out (08/04/23)		USD	        0.026000	PC	      0.000		  0		 0	 0	07/26/2023	M64	MILANA M. DE SOUZA			04/26/2023			    0.000				WA	Waiting Acknowledgment
	4700012586	 260	MROCLOUD	CLOUD NETWORK TECHNOLOGY SINGAPORE	RU1410000017	   27,000.000	07/26/2023	EFUSE,RESETTABLE,ADJ0.5-4A,20VOVP,"	461B	Reschedule in (07/03/23)		USD	        0.087600	PC	      0.000		 60	        60	 0	 0	03/28/2023	M64	MILANA M. DE SOUZA			04/26/2023			    0.000				WA	Waiting Acknowledgment
	4700012586	 270	MROCLOUD	CLOUD NETWORK TECHNOLOGY SINGAPORE	RU1524000316	   80,000.000	07/26/2023	RES, 1Kohm, 1%, 1/20W, 0201, OBD	461B	Reschedule out (08/01/23)		USD	        0.000808	PC	      0.000		  0		 0	 0	07/26/2023	M64	MILANA M. DE SOUZA			04/26/2023			    0.000				WA	Waiting Acknowledgment
	4700012586	 280	MROCLOUD	CLOUD NETWORK TECHNOLOGY SINGAPORE	RU1524000317	  105,000.000	07/26/2023	RES, 20Kohm, 1%, 1/20W, 0201, OBD	461B	Reschedule out (09/01/23)		USD	        0.000808	PC	      0.000		  0		 0	 0	07/26/2023	M64	MILANA M. DE SOUZA			04/26/2023			    0.000				WA	Waiting Acknowledgment
	4700012586	 290	MROCLOUD	CLOUD NETWORK TECHNOLOGY SINGAPORE	RU1524000319	   15,000.000	07/26/2023	RES, 15Kohm, 1%, 1/20W, 0201, OBD	461B	Reschedule out (08/04/23)		USD	        0.000808	PC	      0.000		  0		 0	 0	07/26/2023	M64	MILANA M. DE SOUZA			04/26/2023			    0.000				WA	Waiting Acknowledgment
	4700012586	 300	MROCLOUD	CLOUD NETWORK TECHNOLOGY SINGAPORE	RU1524000482	  525,000.000	07/26/2023	RES, 0ohm, 0201, OBD	461B	Reschedule out (09/01/23)		USD	        0.000589	PC	      0.000		  0		 0	 0	07/26/2023	M64	MILANA M. DE SOUZA			04/26/2023			    0.000				WA	Waiting Acknowledgment
	4700012586	 310	MROCLOUD	CLOUD NETWORK TECHNOLOGY SINGAPORE	RU1524000504	   30,000.000	07/26/2023	RES,100Kohm,1%,1/20W,0201,OBD	461B	Reschedule out (11/01/23)		USD	        0.000810	PC	      0.000		  0		 0	 0	07/26/2023	M64	MILANA M. DE SOUZA			04/26/2023			    0.000				WA	Waiting Acknowledgment
	4700012586	 320	MROCLOUD	CLOUD NETWORK TECHNOLOGY SINGAPORE	RU1524000661	  110,000.000	07/26/2023	RES, 0ohm, 0402, OBD	461B	Reschedule out (09/01/23)		USD	        0.000527	PC	      0.000		  0		 0	 0	07/26/2023	M64	MILANA M. DE SOUZA			04/26/2023			    0.000				WA	Waiting Acknowledgment
	4700012586	 330	MROCLOUD	CLOUD NETWORK TECHNOLOGY SINGAPORE	RU1524000698	   30,000.000	07/26/2023	RES, 33ohm,Â 1%,Â 0402, OBD	461B	Reschedule out (09/02/23)		USD	        0.000576	PC	      0.000		  0		 0	 0	07/26/2023	M64	MILANA M. DE SOUZA			04/26/2023			    0.000				WA	Waiting Acknowledgment
	4700012586	 340	MROCLOUD	CLOUD NETWORK TECHNOLOGY SINGAPORE	RU1524000729	   25,000.000	07/26/2023	RES,Â 0ohm,Â 0805,Â OBD	461B	Reschedule out (08/03/23)		USD	        0.001492	PC	      0.000		  0		 0	 0	07/26/2023	M64	MILANA M. DE SOUZA			04/26/2023			    0.000				WA	Waiting Acknowledgment
	4700012586	 350	MROCLOUD	CLOUD NETWORK TECHNOLOGY SINGAPORE	RU1524000759	  465,000.000	07/26/2023	RES, 10Kohm, 1%, 1/20W, 0201, OBD	461B	Reschedule out (08/04/23)		USD	        0.000762	PC	      0.000		  0		 0	 0	07/26/2023	M64	MILANA M. DE SOUZA			04/26/2023			    0.000				WA	Waiting Acknowledgment
	4700012586	 360	MROCLOUD	CLOUD NETWORK TECHNOLOGY SINGAPORE	RU1524000789	   30,000.000	07/26/2023	RES,Â 5.1Kohm,Â 1%,Â 1/16W,Â 0402,Â OBD	461B	Reschedule out (08/03/23)		USD	        0.000580	PC	      0.000		  0		 0	 0	07/26/2023	M64	MILANA M. DE SOUZA			04/26/2023			    0.000				WA	Waiting Acknowledgment
	4700012586	 370	MROCLOUD	CLOUD NETWORK TECHNOLOGY SINGAPORE	RU1524000879	   30,000.000	07/26/2023	RES,1Mohm, 1%, 1/20W,0201,OBD	461B	Reschedule out (09/02/23)		USD	        0.000808	PC	      0.000		  0		 0	 0	07/26/2023	M64	MILANA M. DE SOUZA			04/26/2023			    0.000				WA	Waiting Acknowledgment
	4700012586	 380	MROCLOUD	CLOUD NETWORK TECHNOLOGY SINGAPORE	RU1524000903	   20,000.000	07/26/2023	RES, 1.5ohm, 1%, 1/16W, 0402, OBD	461B	Reschedule out (08/03/23)		USD	        0.000576	PC	      0.000		  0		 0	 0	07/26/2023	M64	MILANA M. DE SOUZA			04/26/2023			    0.000				WA	Waiting Acknowledgment
	4700012586	 390	MROCLOUD	CLOUD NETWORK TECHNOLOGY SINGAPORE	RU1524000913	  135,000.000	07/26/2023	RES, 240ohm,Â 1%,Â 1/20W, 0201, OBD	461B	Reschedule out (08/04/23)		USD	        0.000807	PC	      0.000		  0		 0	 0	07/26/2023	M64	MILANA M. DE SOUZA			04/26/2023			    0.000				WA	Waiting Acknowledgment
	4700012586	 400	MROCLOUD	CLOUD NETWORK TECHNOLOGY SINGAPORE	RU1524000914	   90,000.000	07/26/2023	RES,100ohm,1%,1/20W,0201,OBD	461B	Reschedule out (09/01/23)		USD	        0.000807	PC	      0.000		  0		 0	 0	07/26/2023	M64	MILANA M. DE SOUZA			04/26/2023			    0.000				WA	Waiting Acknowledgment
	4700012586	 410	MROCLOUD	CLOUD NETWORK TECHNOLOGY SINGAPORE	RU1524000918	  105,000.000	07/26/2023	RES,47Kohm,1%,1/20W,0201,OBD	461B	Reschedule out (09/01/23)		USD	        0.000807	PC	      0.000		  0		 0	 0	07/26/2023	M64	MILANA M. DE SOUZA			04/26/2023			    0.000				WA	Waiting Acknowledgment
	4700012586	 420	MROCLOUD	CLOUD NETWORK TECHNOLOGY SINGAPORE	RU1524000919	   30,000.000	07/26/2023	RES,12Kohm,1%,1/20W,0201,OBD	461B	Reschedule out (09/02/23)		USD	        0.000808	PC	      0.000		  0		 0	 0	07/26/2023	M64	MILANA M. DE SOUZA			04/26/2023			    0.000				WA	Waiting Acknowledgment
	4700012586	 430	MROCLOUD	CLOUD NETWORK TECHNOLOGY SINGAPORE	RU1524000928	   30,000.000	07/26/2023	RES,5.1Kohm,1%,1/20W,0201,OBD	461B	Reschedule out (09/02/23)		USD	        0.000807	PC	      0.000		  0		 0	 0	07/26/2023	M64	MILANA M. DE SOUZA			04/26/2023			    0.000				WA	Waiting Acknowledgment
	4700012586	 440	MROCLOUD	CLOUD NETWORK TECHNOLOGY SINGAPORE	RU1524000935	   30,000.000	07/26/2023	RES, 7.15Kohm, 1%, 1/20W, 0201, OBD	461B	Reschedule out (08/01/23)		USD	        0.000807	PC	      0.000		  0		 0	 0	07/26/2023	M64	MILANA M. DE SOUZA			04/26/2023			    0.000				WA	Waiting Acknowledgment
	4700012586	 450	MROCLOUD	CLOUD NETWORK TECHNOLOGY SINGAPORE	RU1524000941	   30,000.000	07/26/2023	RES, 45.3Kohm, 1%, 1/20W, 0201, OBD	461B	Reschedule out (08/04/23)		USD	        0.000807	PC	      0.000		  0		 0	 0	07/26/2023	M64	MILANA M. DE SOUZA			04/26/2023			    0.000				WA	Waiting Acknowledgment
	4700012586	 460	MROCLOUD	CLOUD NETWORK TECHNOLOGY SINGAPORE	RU1524000947	   30,000.000	07/26/2023	RES, 8.06Kohm, 1%, 1/20W, 0201, OBD	461B	Reschedule out (09/02/23)		USD	        0.000807	PC	      0.000		  0		 0	 0	07/26/2023	M64	MILANA M. DE SOUZA			04/26/2023			    0.000				WA	Waiting Acknowledgment
	4700012586	 470	MROCLOUD	CLOUD NETWORK TECHNOLOGY SINGAPORE	RU1524000956	   60,000.000	07/26/2023	RES, 3.3Kohm, 1%, 1/20W, 0201, OBD	461B	Reschedule out (08/04/23)		USD	        0.000807	PC	      0.000		  0		 0	 0	07/26/2023	M64	MILANA M. DE SOUZA			04/26/2023			    0.000				WA	Waiting Acknowledgment
	4700012586	 480	MROCLOUD	CLOUD NETWORK TECHNOLOGY SINGAPORE	RU1524000959	   30,000.000	07/26/2023	RES, 12.7Kohm, 1%, 1/20W, 0201, OBD	461B	Reschedule out (08/01/23)		USD	        0.000807	PC	      0.000		  0		 0	 0	07/26/2023	M64	MILANA M. DE SOUZA			04/26/2023			    0.000				WA	Waiting Acknowledgment
	4700012586	 490	MROCLOUD	CLOUD NETWORK TECHNOLOGY SINGAPORE	RU1524000963	   30,000.000	07/26/2023	RES,8.45Kohm,1%,1/20W,0201,OBD	461B	Reschedule out (09/02/23)		USD	        0.000787	PC	      0.000		  0		 0	 0	07/26/2023	M64	MILANA M. DE SOUZA			04/26/2023			    0.000				WA	Waiting Acknowledgment
	4700012586	 500	MROCLOUD	CLOUD NETWORK TECHNOLOGY SINGAPORE	RU1524000965	   75,000.000	07/26/2023	RES, 1.47Kohm, 1%, 1/20W, 0201, OBD	461B	Reschedule out (08/03/23)		USD	        0.000807	PC	      0.000		  0		 0	 0	07/26/2023	M64	MILANA M. DE SOUZA			04/26/2023			    0.000				WA	Waiting Acknowledgment
	4700012586	 510	MROCLOUD	CLOUD NETWORK TECHNOLOGY SINGAPORE	RU1524000995	   60,000.000	07/26/2023	RES, 60.4ohm, 1%, 1/20W, 0201, OBD	461B	Reschedule out (08/03/23)		USD	        0.000807	PC	      0.000		  0		 0	 0	07/26/2023	M64	MILANA M. DE SOUZA			04/26/2023			    0.000				WA	Waiting Acknowledgment
	4700012586	 520	MROCLOUD	CLOUD NETWORK TECHNOLOGY SINGAPORE	RU1524001002	  360,000.000	07/26/2023	RES, 4.7Kohm, 1%, 1/20W, 0201, OBD	461B	Reschedule out (08/04/23)		USD	        0.000762	PC	      0.000		  0		 0	 0	07/26/2023	M64	MILANA M. DE SOUZA			04/26/2023			    0.000				WA	Waiting Acknowledgment
	4700012586	 530	MROCLOUD	CLOUD NETWORK TECHNOLOGY SINGAPORE	RU1524001007	   30,000.000	07/26/2023	RES, 6.19Kohm, 1%, 1/20W, 0201, OBD	461B	Reschedule out (09/02/23)		USD	        0.000807	PC	      0.000		  0		 0	 0	07/26/2023	M64	MILANA M. DE SOUZA			04/26/2023			    0.000				WA	Waiting Acknowledgment
	4700012586	 540	MROCLOUD	CLOUD NETWORK TECHNOLOGY SINGAPORE	RU1524001030	   30,000.000	07/26/2023	RES,1.2Kohm,1%,1/20W,0201,OBD	461B	Reschedule out (09/02/23)		USD	        0.000807	PC	      0.000		  0		 0	 0	07/26/2023	M64	MILANA M. DE SOUZA			04/26/2023			    0.000				WA	Waiting Acknowledgment
	4700012586	 550	MROCLOUD	CLOUD NETWORK TECHNOLOGY SINGAPORE	RU1524001031	   15,000.000	07/26/2023	RES, 13Kohm, 1%, 1/20W, 0201, OBD	461B	Reschedule out (08/04/23)		USD	        0.000807	PC	      0.000		  0		 0	 0	07/26/2023	M64	MILANA M. DE SOUZA			04/26/2023			    0.000				WA	Waiting Acknowledgment
	4700012586	 560	MROCLOUD	CLOUD NETWORK TECHNOLOGY SINGAPORE	RU1524001032	   60,000.000	07/26/2023	RES,33.2Kohm,1%,1/20W,0201,OBD	461B	Reschedule out (09/02/23)		USD	        0.000807	PC	      0.000		  0		 0	 0	07/26/2023	M64	MILANA M. DE SOUZA			04/26/2023			    0.000				WA	Waiting Acknowledgment
	4700012586	 570	MROCLOUD	CLOUD NETWORK TECHNOLOGY SINGAPORE	RU1524001033	   15,000.000	07/26/2023	RES, 6.98Kohm, 1%, 1/20W, 0201, OBD	461B	Reschedule out (08/04/23)		USD	        0.000807	PC	      0.000		  0		 0	 0	07/26/2023	M64	MILANA M. DE SOUZA			04/26/2023			    0.000				WA	Waiting Acknowledgment
	4700012586	 580	MROCLOUD	CLOUD NETWORK TECHNOLOGY SINGAPORE	RU1524001037	   30,000.000	07/26/2023	RES,536Kohm,1%,1/20W,0201,OBD	461B	Reschedule out (09/02/23)		USD	        0.000807	PC	      0.000		  0		 0	 0	07/26/2023	M64	MILANA M. DE SOUZA			04/26/2023			    0.000				WA	Waiting Acknowledgment
	4700012586	 590	MROCLOUD	CLOUD NETWORK TECHNOLOGY SINGAPORE	RU1524001041	   60,000.000	07/26/2023	RES,2Kohm,1%,1/20W,0201,OBD	461B	Reschedule out (09/02/23)		USD	        0.000810	PC	      0.000		  0		 0	 0	07/26/2023	M64	MILANA M. DE SOUZA			04/26/2023			    0.000				WA	Waiting Acknowledgment
	4700012586	 600	MROCLOUD	CLOUD NETWORK TECHNOLOGY SINGAPORE	RU1671000010	   50,000.000	07/26/2023	CAP, CER, 470pF, 5%, 50V, 0402, NPO, OBD	461B	Reschedule out (08/03/23)		USD	        0.002824	PC	      0.000		  0		 0	 0	07/26/2023	M64	MILANA M. DE SOUZA			04/26/2023			    0.000				WA	Waiting Acknowledgment
	4700012586	 610	MROCLOUD	CLOUD NETWORK TECHNOLOGY SINGAPORE	RU1671000180	  105,000.000	07/26/2023	CAP, CER, 100pF, 5%, 25V, 0201, NP0, OBD	461B	Reschedule out (08/04/23)		USD	        0.000528	PC	      0.000		  0		 0	 0	07/26/2023	M64	MILANA M. DE SOUZA			04/26/2023			    0.000				WA	Waiting Acknowledgment
	4700012586	 620	MROCLOUD	CLOUD NETWORK TECHNOLOGY SINGAPORE	RU1671000456	   60,000.000	07/26/2023	CAP,CER,22pF,5%,50V,0402,NPO, OBD	461B	Reschedule out (08/04/23)		USD	        0.001242	PC	      0.000		  0		 0	 0	07/26/2023	M64	MILANA M. DE SOUZA			04/26/2023			    0.000				WA	Waiting Acknowledgment
	4700012586	 630	MROCLOUD	CLOUD NETWORK TECHNOLOGY SINGAPORE	RU1671000492	  170,000.000	07/26/2023	CAP,Â CER,Â 4.7uF,Â 20%,Â 10V,Â 0402,Â X	461B	Reschedule out (08/03/23)		USD	        0.008190	PC	      0.000		  0		 0	 0	07/26/2023	M64	MILANA M. DE SOUZA			04/26/2023			    0.000				WA	Waiting Acknowledgment
	4700012586	 640	MROCLOUD	CLOUD NETWORK TECHNOLOGY SINGAPORE	RU1671000506	   20,000.000	07/26/2023	CAP,Â CER,Â 100pF,Â 5%,Â 50V,Â 0402,Â NP	461B	Reschedule out (08/03/23)		USD	        0.001436	PC	      0.000		  0		 0	 0	07/26/2023	M64	MILANA M. DE SOUZA			04/26/2023			    0.000				WA	Waiting Acknowledgment
	4700012586	 650	MROCLOUD	CLOUD NETWORK TECHNOLOGY SINGAPORE	RU1671000540	  285,000.000	07/26/2023	CAP, CER, 1uF, 20%,  6.3V, 0201, X5R, OB	461B	Reschedule out (08/03/23)		USD	        0.009270	PC	      0.000		  0		 0	 0	07/26/2023	M64	MILANA M. DE SOUZA			04/26/2023			    0.000				WA	Waiting Acknowledgment
	4700012586	 660	MROCLOUD	CLOUD NETWORK TECHNOLOGY SINGAPORE	RU1671000550	  360,000.000	07/26/2023	CAP, CER, 10uF, 20%, 6.3V, 0402, X5R, OB	461B	Reschedule out (08/04/23)		USD	        0.006741	PC	      0.000		  0		 0	 0	07/26/2023	M64	MILANA M. DE SOUZA			04/26/2023			    0.000				WA	Waiting Acknowledgment
	4700012586	 670	MROCLOUD	CLOUD NETWORK TECHNOLOGY SINGAPORE	RU1671000559	   30,000.000	07/26/2023	CAP, CER, 0.047uF, 10%, 16V, 0402, X7R,"	461B	Reschedule out (09/02/23)		USD	        0.000871	PC	      0.000		  0		 0	 0	07/26/2023	M64	MILANA M. DE SOUZA			04/26/2023			    0.000				WA	Waiting Acknowledgment
	4700012586	 680	MROCLOUD	CLOUD NETWORK TECHNOLOGY SINGAPORE	RU1671000619	  208,000.000	07/26/2023	CAP, CER, 22uF, 20%, 6.3V, 0603, X5R, OB	461B	Reschedule out (08/04/23)		USD	        0.010200	PC	      0.000		  0		 0	 0	07/26/2023	M64	MILANA M. DE SOUZA			04/26/2023			    0.000				WA	Waiting Acknowledgment
	4700012586	 690	MROCLOUD	CLOUD NETWORK TECHNOLOGY SINGAPORE	RU1671000635	   30,000.000	07/26/2023	CAP,CER,1.5pF,+-0.1pF,25V,SMD0201"	461B	Reschedule out (11/02/23)		USD	        0.001656	PC	      0.000		  0		 0	 0	07/26/2023	M64	MILANA M. DE SOUZA			04/26/2023			    0.000				WA	Waiting Acknowledgment
	4700012586	 700	MROCLOUD	CLOUD NETWORK TECHNOLOGY SINGAPORE	RU1671000639	   26,000.000	07/26/2023	CAP, Electrolytic, 270uF, 6.3V, Radial,	461B	Reschedule out (08/04/23)		USD	        0.042940	PC	      0.000		  0		 0	 0	07/26/2023	M64	MILANA M. DE SOUZA			04/26/2023			    0.000				WA	Waiting Acknowledgment
	4700012586	 710	MROCLOUD	CLOUD NETWORK TECHNOLOGY SINGAPORE	RU1671000658	  180,000.000	07/26/2023	CAP, CER, 10uF, 20%,10V, X5R, 0603, OBD	461B	Reschedule out (08/04/23)		USD	        0.006785	PC	      0.000		  0		 0	 0	07/26/2023	M64	MILANA M. DE SOUZA			04/26/2023			    0.000				WA	Waiting Acknowledgment
