MRP - PO Suggestion
+----------+----+----------+-----------------------------------+------------------+--------------+----------+----------------------------------------+----+-------------------------+-----------------------+-----+-----------------+----+------------+---+----+----------+---+---+----------+---+------------------+----------------------------------------+---------+----------+----------+----------+----------+-------+----------+---------+----------+----------------------+
|Purch.doc.|Item|Vendor    |Vendor Name                        |Material          |      Quantity|Deliv.date|Material description                    |Plnt|Exception message        |Excep.msg.             |Curr.|        Net price|OPUn|     GR Qty.|ABC| PDT|SafetyTime|GRT|IPT|Ship Date |PGr|Purch. gp.        |Item text                               |Del. text|PO creatio|ETD.Seq.nu|ETD       |Confirmed.|Invoice|Last chang|User name|ETD Status|ETD Status Text       |
|4700012481|2230|MROASUSTEK|ASUS TEK COMPUTER INC.             |11202-0051Q000    |   15,000.000 |02/01/2023|MLCC 22PF/50V 0201 NP0 5%VIIYONG/V220J02|461E|Cancel process           |                       |USD  |        0.001000 |PC  |      0.000 |   | 27 |          | 0 | 0 |01/05/2023|M64|MILANA M. DE SOUZA|                                        |         |09/30/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012481|2240|MROASUSTEK|ASUS TEK COMPUTER INC.             |11202-0065Q000    |   15,000.000 |02/01/2023|MLCC 0.01UF/16V (0201) X5R 10%//VIIYONG/|461E|Cancel process           |                       |USD  |        0.001000 |PC  |      0.000 |   | 27 |          | 0 | 0 |01/05/2023|M64|MILANA M. DE SOUZA|                                        |         |09/30/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012481|2250|MROASUSTEK|ASUS TEK COMPUTER INC.             |11202-0144Q000    |   15,000.000 |02/01/2023|MLCC 100PF/50V 0201 NP0 5%VIIYONG/V101J0|461E|Cancel process           |                       |USD  |        0.001000 |PC  |      0.000 |   | 27 |          | 0 | 0 |01/05/2023|M64|MILANA M. DE SOUZA|                                        |         |09/30/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012481|2260|MROASUSTEK|ASUS TEK COMPUTER INC.             |11202-0191Q000    |   15,000.000 |02/01/2023|MLCC 470PF/50V (0201) X7R 10%//VIIYONG/V|461E|Cancel process           |                       |USD  |        0.001000 |PC  |      0.000 |   | 27 |          | 0 | 0 |01/05/2023|M64|MILANA M. DE SOUZA|                                        |         |09/30/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012481|2270|MROASUSTEK|ASUS TEK COMPUTER INC.             |11202-02877000    |   15,000.000 |02/01/2023|MLCC 8.2PF 50V 0201 NP0 0.25PF WALSIN 02|461E|Cancel process           |                       |USD  |        0.001000 |PC  |      0.000 |   | 27 |          | 0 | 0 |01/05/2023|M64|MILANA M. DE SOUZA|                                        |         |09/30/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012481|2280|MROASUSTEK|ASUS TEK COMPUTER INC.             |11202-0291Q000    |   60,000.000 |02/01/2023|MLCC 0.22UF 10V  0201  X5R 10% VIIYONG V|461E|Reschedule out (02/20/23)|                       |USD  |        0.001000 |PC  |      0.000 |   | 27 |          | 0 | 0 |01/05/2023|M64|MILANA M. DE SOUZA|                                        |         |09/30/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012481|2290|MROASUSTEK|ASUS TEK COMPUTER INC.             |11203-0039Q000    |   10,000.000 |02/01/2023|MLCC 10PF/50V (0402) NP0 W05//VIIYONG/V1|461E|Cancel process           |                       |USD  |        0.001000 |PC  |      0.000 |   | 27 |          | 0 | 0 |01/05/2023|M64|MILANA M. DE SOUZA|                                        |         |09/30/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012481|2300|MROASUSTEK|ASUS TEK COMPUTER INC.             |11203-0042Q000    |   20,000.000 |02/01/2023|MLCC 100PF/50V (0402) NP0 W05           |461E|Cancel process           |                       |USD  |        0.001000 |PC  |      0.000 |   | 27 |          | 0 | 0 |01/05/2023|M64|MILANA M. DE SOUZA|                                        |         |09/30/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012481|2310|MROASUSTEK|ASUS TEK COMPUTER INC.             |11203-0186Q000    |   10,000.000 |02/01/2023|MLCC 1000PF/50V (0402) X7R W05          |461E|Cancel process           |                       |USD  |        0.001000 |PC  |      0.000 |   | 27 |          | 0 | 0 |01/05/2023|M64|MILANA M. DE SOUZA|                                        |         |09/30/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012481|2320|MROASUSTEK|ASUS TEK COMPUTER INC.             |11203-0233Q000    |   10,000.000 |02/01/2023|MLCC 0.068UF 16V 0402 X7R W05 VIIYONG V6|461E|Cancel process           |                       |USD  |        0.003000 |PC  |      0.000 |   | 27 |          | 0 | 0 |01/05/2023|M64|MILANA M. DE SOUZA|                                        |         |09/30/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012481|2330|MROASUSTEK|ASUS TEK COMPUTER INC.             |11203-0282Q000    |   10,000.000 |02/01/2023|MLCC 0.5PF 50V  0402  NP0 0.25PF W05 VII|461E|Cancel process           |                       |USD  |        0.001000 |PC  |      0.000 |   | 27 |          | 0 | 0 |01/05/2023|M64|MILANA M. DE SOUZA|                                        |         |09/30/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012481|2340|MROASUSTEK|ASUS TEK COMPUTER INC.             |11206-0010F000    |   42,000.000 |02/01/2023|MLCC 10UF 16V 0805  X6S 10%  MURATA GRM2|461E|Reschedule out (02/20/23)|                       |USD  |        0.008000 |PC  |      0.000 |   | 27 |          | 0 | 0 |01/05/2023|M64|MILANA M. DE SOUZA|                                        |         |09/30/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012481|2350|MROASUSTEK|ASUS TEK COMPUTER INC.             |11G232010004390   |   10,000.000 |02/01/2023|MLCC 10PF/50V (0402) NPO 5%             |461E|Cancel process           |                       |USD  |        0.001000 |EA  |      0.000 |   | 27 |          | 0 | 0 |01/05/2023|M64|MILANA M. DE SOUZA|                                        |         |09/30/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012481|2360|MROASUSTEK|ASUS TEK COMPUTER INC.             |11G232010104390   |   10,000.000 |02/01/2023|MLCC 100PF/50V (0402) NPO 5%            |461E|Reschedule out (02/20/23)|                       |USD  |        0.001000 |EA  |      0.000 |   | 27 |          | 0 | 0 |01/05/2023|M64|MILANA M. DE SOUZA|                                        |         |09/30/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012481|2370|MROASUSTEK|ASUS TEK COMPUTER INC.             |11G232012004390   |   10,000.000 |02/01/2023|MLCC 12PF/50V (0402) NPO 5%             |461E|Cancel process           |                       |USD  |        0.001000 |EA  |      0.000 |   | 27 |          | 0 | 0 |01/05/2023|M64|MILANA M. DE SOUZA|                                        |         |09/30/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012481|2380|MROASUSTEK|ASUS TEK COMPUTER INC.             |11G232015004390   |   10,000.000 |02/01/2023|MLCC 15PF/50V (0402) NPO 5%             |461E|Cancel process           |                       |USD  |        0.001000 |EA  |      0.000 |   | 27 |          | 0 | 0 |01/05/2023|M64|MILANA M. DE SOUZA|                                        |         |09/30/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012481|2390|MROASUSTEK|ASUS TEK COMPUTER INC.             |11G232015104390   |   10,000.000 |02/01/2023|MLCC 150PF/50V (0402) NPO 5%            |461E|Cancel process           |                       |USD  |        0.001000 |EA  |      0.000 |   | 27 |          | 0 | 0 |01/05/2023|M64|MILANA M. DE SOUZA|                                        |         |09/30/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012481|2400|MROASUSTEK|ASUS TEK COMPUTER INC.             |11G232018004390   |   10,000.000 |02/01/2023|MLCC 18PF/50V (0402) NPO 5%             |461E|Cancel process           |                       |USD  |        0.001000 |EA  |      0.000 |   | 27 |          | 0 | 0 |01/05/2023|M64|MILANA M. DE SOUZA|                                        |         |09/30/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012481|2410|MROASUSTEK|ASUS TEK COMPUTER INC.             |11G232022004390   |   10,000.000 |02/01/2023|MLCC 22PF/50V (0402) NPO 5%             |461E|Cancel process           |                       |USD  |        0.001000 |EA  |      0.000 |   | 27 |          | 0 | 0 |01/05/2023|M64|MILANA M. DE SOUZA|                                        |         |09/30/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012481|2420|MROASUSTEK|ASUS TEK COMPUTER INC.             |11G232047004390   |   10,000.000 |02/01/2023|MLCC 47PF/50V (0402) NPO 5%             |461E|Cancel process           |                       |USD  |        0.001000 |EA  |      0.000 |   | 27 |          | 0 | 0 |01/05/2023|M64|MILANA M. DE SOUZA|                                        |         |09/30/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012481|2430|MROASUSTEK|ASUS TEK COMPUTER INC.             |11G23208R264390   |   10,000.000 |02/01/2023|MLCC 8.2PF/50V(0402)NPO 0.25PF          |461E|Cancel process           |                       |USD  |        0.001000 |EA  |      0.000 |   | 27 |          | 0 | 0 |01/05/2023|M64|MILANA M. DE SOUZA|                                        |         |09/30/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012481|2440|MROASUSTEK|ASUS TEK COMPUTER INC.             |11G232110214070   |   10,000.000 |02/01/2023|MLCC 1000PF/50V (0402) X7R 10%          |461E|Cancel process           |                       |USD  |        0.001000 |EA  |      0.000 |   | 27 |          | 0 | 0 |01/05/2023|M64|MILANA M. DE SOUZA|                                        |         |09/30/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012481|2450|MROASUSTEK|ASUS TEK COMPUTER INC.             |11G232110311390   |   10,000.000 |02/01/2023|MLCC 0.01UF 16V 0402 X7R 10% DARFON C   |461E|Cancel process           |                       |USD  |        0.001000 |EA  |      0.000 |   | 27 |          | 0 | 0 |01/05/2023|M64|MILANA M. DE SOUZA|                                        |         |09/30/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012481|2460|MROASUSTEK|ASUS TEK COMPUTER INC.             |11G232110411390   |   90,000.000 |02/01/2023|MLCC 0.1UF/16V(0402)X7R 10%             |461E|Reschedule out (02/20/23)|                       |USD  |        0.001000 |EA  |      0.000 |   | 27 |          | 0 | 0 |01/05/2023|M64|MILANA M. DE SOUZA|                                        |         |09/30/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012481|2470|MROASUSTEK|ASUS TEK COMPUTER INC.             |11G232115311070   |   10,000.000 |02/01/2023|MLCC 0.015UF 16V 0402 X7R W05 WALSIN 040|461E|Cancel process           |                       |USD  |        0.001000 |PC  |      0.000 |   | 27 |          | 0 | 0 |01/05/2023|M64|MILANA M. DE SOUZA|                                        |         |09/30/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012481|2480|MROASUSTEK|ASUS TEK COMPUTER INC.             |11G232122114070   |   10,000.000 |02/01/2023|MLCC 220PF/50V(0402)X7R 10%             |461E|Cancel process           |                       |USD  |        0.001000 |EA  |      0.000 |   | 27 |          | 0 | 0 |01/05/2023|M64|MILANA M. DE SOUZA|                                        |         |09/30/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012481|2490|MROASUSTEK|ASUS TEK COMPUTER INC.             |11G232122214390   |   10,000.000 |02/01/2023|MLCC 2200PF/50V(0402) X7R 10%           |461E|Cancel process           |                       |USD  |        0.001000 |EA  |      0.000 |   | 27 |          | 0 | 0 |01/05/2023|M64|MILANA M. DE SOUZA|                                        |         |09/30/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012481|2500|MROASUSTEK|ASUS TEK COMPUTER INC.             |11G232122311390   |   10,000.000 |02/01/2023|MLCC 0.022UF/16V(0402)X7R 10%           |461E|Cancel process           |                       |USD  |        0.001000 |EA  |      0.000 |   | 27 |          | 0 | 0 |01/05/2023|M64|MILANA M. DE SOUZA|                                        |         |09/30/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012481|2510|MROASUSTEK|ASUS TEK COMPUTER INC.             |11G232133114390   |   10,000.000 |02/01/2023|MLCC 330PF/50V (0402) X7R 10%           |461E|Cancel process           |                       |USD  |        0.001000 |EA  |      0.000 |   | 27 |          | 0 | 0 |01/05/2023|M64|MILANA M. DE SOUZA|                                        |         |09/30/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012481|2520|MROASUSTEK|ASUS TEK COMPUTER INC.             |11G232133214390   |   10,000.000 |02/01/2023|MLCC 3300PF 50V  0402 X7R 10%  DARFON C1|461E|Cancel process           |                       |USD  |        0.001000 |PC  |      0.000 |   | 27 |          | 0 | 0 |01/05/2023|M64|MILANA M. DE SOUZA|                                        |         |09/30/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012481|2530|MROASUSTEK|ASUS TEK COMPUTER INC.             |11G232147114070   |   10,000.000 |02/01/2023|MLCC 470PF/50V (0402) X7R 10%           |461E|Cancel process           |                       |USD  |        0.001000 |EA  |      0.000 |   | 27 |          | 0 | 0 |01/05/2023|M64|MILANA M. DE SOUZA|                                        |         |09/30/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012481|2540|MROASUSTEK|ASUS TEK COMPUTER INC.             |11G232147214390   |   10,000.000 |02/01/2023|MLCC 4700pF/50V(0402)X7R 10%            |461E|Cancel process           |                       |USD  |        0.001000 |EA  |      0.000 |   | 27 |          | 0 | 0 |01/05/2023|M64|MILANA M. DE SOUZA|                                        |         |09/30/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012481|2550|MROASUSTEK|ASUS TEK COMPUTER INC.             |11G232147311390   |   10,000.000 |02/01/2023|MLCC 0.047UF/16V (0402)X7R 10%          |461E|Cancel process           |                       |USD  |        0.001000 |EA  |      0.000 |   | 27 |          | 0 | 0 |01/05/2023|M64|MILANA M. DE SOUZA|                                        |         |09/30/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012481|2560|MROASUSTEK|ASUS TEK COMPUTER INC.             |11G232210411390   |   10,000.000 |02/01/2023|MLCC 0.1UF/16V 0402  X5R W05 DARFON/C100|461E|Cancel process           |                       |USD  |        0.001000 |EA  |      0.000 |   | 27 |          | 0 | 0 |01/05/2023|M64|MILANA M. DE SOUZA|                                        |         |09/30/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012481|2570|MROASUSTEK|ASUS TEK COMPUTER INC.             |11G232210515320   |   40,000.000 |02/01/2023|MLCC 1UF/6.3V (0402) X5R 10%            |461E|Reschedule out (02/20/23)|                       |USD  |        0.003000 |EA  |      0.000 |   | 27 |          | 0 | 0 |01/05/2023|M64|MILANA M. DE SOUZA|                                        |         |09/30/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012481|2580|MROASUSTEK|ASUS TEK COMPUTER INC.             |11G232210516390   |   10,000.000 |02/01/2023|MLCC 1UF/10V 0402 X5R W05 DARFON/C1005X5|461E|Cancel process           |                       |USD  |        0.003000 |PC  |      0.000 |   | 27 |          | 0 | 0 |01/05/2023|M64|MILANA M. DE SOUZA|                                        |         |09/30/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012481|2590|MROASUSTEK|ASUS TEK COMPUTER INC.             |11G232222416070   |   70,000.000 |02/01/2023|MLCC 0.22UF/10V (0402) X5R 10%          |461E|Reschedule out (02/20/23)|                       |USD  |        0.001000 |PC  |      0.000 |   | 27 |          | 0 | 0 |01/05/2023|M64|MILANA M. DE SOUZA|                                        |         |09/30/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012481|2600|MROASUSTEK|ASUS TEK COMPUTER INC.             |11G232222525320   |   10,000.000 |02/01/2023|MLCC 2.2UF/6.3V (0402) X5R 20%          |461E|Reschedule out (02/20/23)|                       |USD  |        0.003000 |EA  |      0.000 |   | 27 |          | 0 | 0 |01/05/2023|M64|MILANA M. DE SOUZA|                                        |         |09/30/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012481|2610|MROASUSTEK|ASUS TEK COMPUTER INC.             |11G232233415320   |   10,000.000 |02/01/2023|MLCC 0.33UF 6.3V 0402 X5R 10%  MURATA GR|461E|Cancel process           |                       |USD  |        0.003000 |PC  |      0.000 |   | 27 |          | 0 | 0 |01/05/2023|M64|MILANA M. DE SOUZA|                                        |         |09/30/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012481|2620|MROASUSTEK|ASUS TEK COMPUTER INC.             |11G232233415390   |   10,000.000 |02/01/2023|MLCC 0.33UF 6.3V 0402 X5R 10%  DARFON C1|461E|Cancel process           |                       |USD  |        0.003000 |PC  |      0.000 |   | 27 |          | 0 | 0 |01/05/2023|M64|MILANA M. DE SOUZA|                                        |         |09/30/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012481|2630|MROASUSTEK|ASUS TEK COMPUTER INC.             |11G232247415390   |   10,000.000 |02/01/2023|MLCC 0.47UF/6.3V (0402)X5R 10%          |461E|Cancel process           |                       |USD  |        0.002000 |EA  |      0.000 |   | 27 |          | 0 | 0 |01/05/2023|M64|MILANA M. DE SOUZA|                                        |         |09/30/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012481|2640|MROASUSTEK|ASUS TEK COMPUTER INC.             |11G233047101390   |    4,000.000 |02/01/2023|MLCC 470PF 16V  0603 NPO 5%  DARFON C160|461E|Reschedule out (02/20/23)|                       |USD  |        0.003000 |PC  |      0.000 |   | 27 |          | 0 | 0 |01/05/2023|M64|MILANA M. DE SOUZA|                                        |         |09/30/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012481|2650|MROASUSTEK|ASUS TEK COMPUTER INC.             |11G233110214390   |    4,000.000 |02/01/2023|MLCC 1000PF 50V 0603 X7R 10% DARFON C16 |461E|Reschedule out (02/20/23)|                       |USD  |        0.001000 |EA  |      0.000 |   | 27 |          | 0 | 0 |01/05/2023|M64|MILANA M. DE SOUZA|                                        |         |09/30/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012481|2660|MROASUSTEK|ASUS TEK COMPUTER INC.             |11G233110311390   |    4,000.000 |02/01/2023|MLCC 0.01UF 16V  0603  X7R 10%  DARFON C|461E|Cancel process           |                       |USD  |        0.010000 |PC  |      0.000 |   | 27 |          | 0 | 0 |01/05/2023|M64|MILANA M. DE SOUZA|                                        |         |09/30/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012481|2670|MROASUSTEK|ASUS TEK COMPUTER INC.             |11G233110411030   |    8,000.000 |02/01/2023|MLCC 0.1UF/16V (0603)X7R 10%            |461E|Reschedule in (01/20/23) |                       |USD  |        0.010000 |EA  |      0.000 |   | 27 |          | 0 | 0 |01/05/2023|M64|MILANA M. DE SOUZA|                                        |         |09/30/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012481|2680|MROASUSTEK|ASUS TEK COMPUTER INC.             |11G233110411070   |   20,000.000 |02/01/2023|MLCC 0.1UF/16V (0603)X7R 10%            |461E|Reschedule out (02/20/23)|                       |USD  |        0.010000 |EA  |      0.000 |   | 27 |          | 0 | 0 |01/05/2023|M64|MILANA M. DE SOUZA|                                        |         |09/30/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012481|2690|MROASUSTEK|ASUS TEK COMPUTER INC.             |11G233110511390   |   64,000.000 |02/01/2023|MLCC 1UF 16V 0603 X7R 10% DARFON C1608  |461E|Reschedule out (02/20/23)|                       |USD  |        0.003000 |EA  |      0.000 |   | 27 |          | 0 | 0 |01/05/2023|M64|MILANA M. DE SOUZA|                                        |         |09/30/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012481|2700|MROASUSTEK|ASUS TEK COMPUTER INC.             |11G233156214390   |    4,000.000 |02/01/2023|MLCC 5600PF/50V 0603 X7R W1 DARFON/C1608|461E|Cancel process           |                       |USD  |        0.010000 |PC  |      0.000 |   | 27 |          | 0 | 0 |01/05/2023|M64|MILANA M. DE SOUZA|                                        |         |09/30/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012481|2710|MROASUSTEK|ASUS TEK COMPUTER INC.             |11G233210625320   |   32,000.000 |02/01/2023|MLCC 10UF/6.3V (0603)X5R 20%            |461E|Reschedule out (02/20/23)|                       |USD  |        0.010000 |EA  |      0.000 |   | 27 |          | 0 | 0 |01/05/2023|M64|MILANA M. DE SOUZA|                                        |         |09/30/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012481|2720|MROASUSTEK|ASUS TEK COMPUTER INC.             |11G233222515150   |    4,000.000 |02/01/2023|MLCC 2.2UF/6.3V(0603)X5R 10%            |461E|Cancel process           |                       |USD  |        0.008000 |EA  |      0.000 |   | 27 |          | 0 | 0 |01/05/2023|M64|MILANA M. DE SOUZA|                                        |         |09/30/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012481|2730|MROASUSTEK|ASUS TEK COMPUTER INC.             |11G233222516390   |    4,000.000 |02/01/2023|MLCC 2.2UF 10V  0603  X5R W1 DARFON C160|461E|Cancel process           |                       |USD  |        0.008000 |EA  |      0.000 |   | 27 |          | 0 | 0 |01/05/2023|M64|MILANA M. DE SOUZA|                                        |         |09/30/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012481|2740|MROASUSTEK|ASUS TEK COMPUTER INC.             |11G233222625320   |  108,000.000 |02/01/2023|MLCC 22uF/6.3V 0603 X5R 20%             |461E|Reschedule out (02/20/23)|                       |USD  |        0.010000 |PC  |      0.000 |   | 27 |          | 0 | 0 |01/05/2023|M64|MILANA M. DE SOUZA|                                        |         |09/30/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012481|2750|MROASUSTEK|ASUS TEK COMPUTER INC.             |11G233247515150   |    8,000.000 |02/01/2023|MLCC 4.7UF/6.3V(0603)X5R 10%            |461E|Reschedule out (02/20/23)|                       |USD  |        0.008000 |EA  |      0.000 |   | 27 |          | 0 | 0 |01/05/2023|M64|MILANA M. DE SOUZA|                                        |         |09/30/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012481|2760|MROASUSTEK|ASUS TEK COMPUTER INC.             |11G233247515320   |    4,000.000 |02/01/2023|MLCC 4.7UF/6.3V(0603)X5R 10%            |461E|Cancel process           |                       |USD  |        0.008000 |EA  |      0.000 |   | 27 |          | 0 | 0 |01/05/2023|M64|MILANA M. DE SOUZA|                                        |         |09/30/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012481|2770|MROASUSTEK|ASUS TEK COMPUTER INC.             |11G235210611320   |   18,000.000 |02/01/2023|MLCC 10UF/16V(0805) X5R 10%             |461E|Reschedule out (02/20/23)|                       |USD  |        0.008000 |EA  |      0.000 |   | 27 |          | 0 | 0 |01/05/2023|M64|MILANA M. DE SOUZA|                                        |         |09/30/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012481|2780|MROASUSTEK|ASUS TEK COMPUTER INC.             |11G235210615320   |   12,000.000 |02/01/2023|MLCC 10UF 6.3V  0805 X5R 10%            |461E|Reschedule out (02/20/23)|                       |USD  |        0.010000 |EA  |      0.000 |   | 27 |          | 0 | 0 |01/05/2023|M64|MILANA M. DE SOUZA|                                        |         |09/30/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012481|2790|MROASUSTEK|ASUS TEK COMPUTER INC.             |11G235222625320   |    3,000.000 |02/01/2023|MLCC 22UF 6.3V 0805 X5R 20% MURATA GR   |461E|Reschedule out (02/20/23)|                       |USD  |        0.010000 |EA  |      0.000 |   | 27 |          | 0 | 0 |01/05/2023|M64|MILANA M. DE SOUZA|                                        |         |09/30/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012481|2800|MROASUSTEK|ASUS TEK COMPUTER INC.             |11G23524762B150   |    2,000.000 |02/01/2023|MLCC 47UF/4V (0805) X5R 20% SAMSUNG/CL21|461E|Reschedule out (02/20/23)|                       |USD  |        0.030000 |PC  |      0.000 |   | 27 |          | 0 | 0 |01/05/2023|M64|MILANA M. DE SOUZA|                                        |         |09/30/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012481|2810|MROASUSTEK|ASUS TEK COMPUTER INC.             |12001-00300200    |    1,200.000 |02/01/2023|LGA 1700P SOCKET G F SMT LOTES AZIF0216-|461E|Reschedule out (02/20/23)|                       |USD  |        3.000000 |PC  |      0.000 |   | 27 |          | 0 | 0 |01/05/2023|M64|MILANA M. DE SOUZA|                                        |         |09/30/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012481|2820|MROASUSTEK|ASUS TEK COMPUTER INC.             |12002-00122700    |    2,000.000 |02/01/2023|DDR4 DIMM 288P G/F O/L M/K C/D BLK/U LOT|461E|Reschedule out (02/20/23)|                       |USD  |        0.300000 |PC  |      0.000 |   | 27 |          | 0 | 0 |01/05/2023|M64|MILANA M. DE SOUZA|                                        |         |09/30/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012481|2830|MROASUSTEK|ASUS TEK COMPUTER INC.             |12002-00122800    |    2,000.000 |02/01/2023|DDR4 DIMM 288P G/F O/L M/K C/D D-G/U LOT|461E|Reschedule out (02/20/23)|                       |USD  |        0.400000 |PC  |      0.000 |   | 27 |          | 0 | 0 |01/05/2023|M64|MILANA M. DE SOUZA|                                        |         |09/30/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012481|2840|MROASUSTEK|ASUS TEK COMPUTER INC.             |12003-00011500    |    2,000.000 |02/01/2023|SLOT PCIE X4 64P G/F BLK/U DIP LOTES/APC|461E|Reschedule out (02/20/23)|                       |USD  |        0.300000 |PC  |      0.000 |   | 27 |          | 0 | 0 |01/05/2023|M64|MILANA M. DE SOUZA|                                        |         |09/30/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012481|2850|MROASUSTEK|ASUS TEK COMPUTER INC.             |12003-00082100    |    3,500.000 |02/01/2023|SLOT PCIE X1 36P G F BLK U  FOXCONN 2EG0|461E|Cancel process           |                       |USD  |        0.060000 |PC  |      0.000 |   | 27 |          | 0 | 0 |01/05/2023|M64|MILANA M. DE SOUZA|                                        |         |09/30/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012481|2860|MROASUSTEK|ASUS TEK COMPUTER INC.             |12003-00180700    |    4,400.000 |02/01/2023|NGFF KEY-M GEN4 67P G/F 8.5H S LOTES/APC|461E|Cancel process           |                       |USD  |        0.300000 |PC  |      0.000 |   | 27 |          | 0 | 0 |01/05/2023|M64|MILANA M. DE SOUZA|                                        |         |09/30/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012481|2870|MROASUSTEK|ASUS TEK COMPUTER INC.             |12003-00250200    |    1,080.000 |02/01/2023|SLOT PCIE X4 66P G/F N/EJ DIP FOXCONN/2E|461E|Cancel process           |                       |USD  |        0.300000 |PC  |      0.000 |   | 27 |          | 0 | 0 |01/05/2023|M64|MILANA M. DE SOUZA|                                        |         |09/30/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
