Concat,"VLOOKUP(A2,[BRA2022111050006_INV_INV.xlsx]SISFAC!$R:$R,1,0)",Concat POLine,Project,PO,PN,PO Line,Description, Qty ,Unit price,Total,Plant,Concatenate,Huawei commitment (CPD),PL,ETA Foxconn,Modal,Status,Were used,Forecast
966000094108070786-00320000EMS02Q20000489HWA0006K,#N/A,9.66E+13,ONT,9660000941,08070786-003,1040,Low VoltageandCapacity MLCC(lessthan=100,20000,0.0031,62, 451U , 966000094108070786-00320000 ,12/1/2021,EMS02Q20000489HWA0006K,1/4/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094108071012-00140000EMS02Q20000489HWA0006K,#N/A,9.66E+13,ONT,9660000941,08071012-001,1050,"Low Voltage  Capacity MLCC(100V,1uf),50V",40000,0.0023,92, 451U , 966000094108071012-00140000 ,12/1/2021,EMS02Q20000489HWA0006K,1/4/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094108071219-001120000EMS02Q20000489HWA0006K,#N/A,9.66E+13,ONT,9660000941,08071219-001,1060,"Low Voltage  Capacity MLCC(100V,1uf),10V",120000,0.0006,72, 451U , 966000094108071219-001120000 ,12/1/2021,EMS02Q20000489HWA0006K,1/4/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094108071476-00120000EMS02Q20000489HWA0006K,#N/A,9.66E+13,ONT,9660000941,08071476-001,1070,"High-Q RF MLCC,50V,0.001nF,+/-0.1pF,NP0,",20000,0.003,60, 451U , 966000094108071476-00120000 ,12/1/2021,EMS02Q20000489HWA0006K,1/4/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094108071495-001120000EMS02Q20000489HWA0006K,#N/A,9.66E+13,ONT,9660000941,08071495-001,1080,"Low Voltage  Capacity MLCC(100V,1uf),50V",120000,0.0068,816, 451U , 966000094108071495-001120000 ,12/1/2021,EMS02Q20000489HWA0006K,1/4/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094108071918-002465000EMS02Q20000489HWA0006K,#N/A,9.66E+13,ONT,9660000941,08071918-002,1090,"Low Voltage  Capacity MLCC(100V,1uf),25V",465000,0.0015,697.5, 451U , 966000094108071918-002465000 ,12/1/2021,EMS02Q20000489HWA0006K,1/4/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094108072281-00140000EMS02Q20000489HWA0006K,#N/A,9.66E+13,ONT,9660000941,08072281-001,1100,"Low Voltage  Capacity MLCC(100V,1uf),100",40000,0.0064,256, 451U , 966000094108072281-00140000 ,12/1/2021,EMS02Q20000489HWA0006K,1/4/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094108072352-00140000EMS02Q20000489HWA0007K,#N/A,9.66E+13,ONT,9660000941,08072352-001,1110,"High-Q RF MLCC,50V,0.0005nF,+/-0.05pF,NP",40000,0.0061,244, 451U , 966000094108072352-00140000 ,11/20/2021,EMS02Q20000489HWA0007K,1/3/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094108110012-00140000EMS02Q20000489HWA0007K,#N/A,9.66E+13,ONT,9660000941,08110012-001,1120,"Solid SMD Al Capacitor,16V,100uF,+/-20%,",40000,0.0645,"2,580.00", 451U , 966000094108110012-00140000 ,11/20/2021,EMS02Q20000489HWA0007K,1/3/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094110031118-00140000EMS02Q20000489HWA0007K,#N/A,9.66E+13,ONT,9660000941,10031118-001,1130,"SMTInductor,0.0068uH,5%,0.32ohm,1.05*0""",40000,0.0023,92, 451U , 966000094110031118-00140000 ,11/20/2021,EMS02Q20000489HWA0007K,1/3/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094112020344-00119900EMS02Q20000489HWA0007K,#N/A,9.66E+13,ONT,9660000941,12020344-001,1140,"Crystal Oscillator,25MHz,18pF,+/- 15,50o",19900,0.067,"1,333.30", 451U , 966000094112020344-00119900 ,11/20/2021,EMS02Q20000489HWA0007K,1/3/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094112020355-00142000EMS02Q20000489HWA0007K,#N/A,9.66E+13,ONT,9660000941,12020355-001,1150,Crystal Resonator-40 MHz-12pF-+/-6ppm-30,42000,0.0789,"3,313.80", 451U , 966000094112020355-00142000 ,11/20/2021,EMS02Q20000489HWA0007K,1/3/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094113030245-00140000EMS02Q20000489HWA0007K,#N/A,9.66E+13,ONT,9660000941,13030245-001,1160,"Ceramic Filter,2455MHz,0.6,Commercial gr",40000,0.0323,"1,292.00", 451U , 966000094113030245-00140000 ,11/20/2021,EMS02Q20000489HWA0007K,1/3/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094115010422-00120000EMS02Q20000489HWA0007K,#N/A,9.66E+13,ONT,9660000941,15010422-001,1170,"Switching Diode,250V,225mA,0.93V,50ns,si",20000,0.0077,154, 451U , 966000094115010422-00120000 ,11/20/2021,EMS02Q20000489HWA0007K,1/3/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094115010589-00220000EMS02Q20000489HWA0007K,#N/A,9.66E+13,ONT,9660000941,15010589-002,1180,"Fast Recovery Diode,200V,1A,1V,35ns,SOD1",20000,0.0141,282, 451U , 966000094115010589-00220000 ,11/20/2021,EMS02Q20000489HWA0007K,1/3/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094115020346-001200000EMS02Q20000489HWA0007K,#N/A,9.66E+13,ONT,9660000941,15020346-001,1190,"LED,0.018cd,Brillian Yellow Green 570~57",200000,0.015,"3,000.00", 451U , 966000094115020346-001200000 ,11/20/2021,EMS02Q20000489HWA0007K,1/3/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094115020396-00120000EMS02Q20000489HWA0007K,#N/A,9.66E+13,ONT,9660000941,15020396-001,1200,"LED,0.0225cd,20mA,0603",20000,0.0132,264, 451U , 966000094115020396-00120000 ,11/20/2021,EMS02Q20000489HWA0007K,1/3/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094115040337-00120000EMS02Q20000489HWA0004K,#N/A,9.66E+13,ONT,9660000941,15040337-001,1210,"Transient Voltage Supressor,-120V,-145V,",20000,0.1065,"2,130.00", 451U , 966000094115040337-00120000 ,12/1/2021,EMS02Q20000489HWA0004K,1/3/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094115050146-00320000EMS02Q20000489HWA0004K,#N/A,9.66E+13,ONT,9660000941,15050146-003,1220,"Transistor,NPN,40V,1000mA,300mW,500mV@1A",20000,0.0126,252, 451U , 966000094115050146-00320000 ,12/1/2021,EMS02Q20000489HWA0004K,1/3/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094115050287-00620000EMS02Q20000489HWA0014K,#N/A,9.66E+13,ONT,9660000941,15050287-006,1230,Audion PNP 140V 4000mA 650mW 60mV,20000,0.1323,"2,646.00", 451U , 966000094115050287-00620000 ,12/3/2021,EMS02Q20000489HWA0014K,1/4/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094139111097-00140000EMS02Q20000489HWA0004K,#N/A,9.66E+13,ONT,9660000941,39111097-001,1240,Switching Regulators buck Single Phase,40000,0.0331,"1,324.00", 451U , 966000094139111097-00140000 ,12/1/2021,EMS02Q20000489HWA0004K,1/3/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094139210378-00121600EMS02Q20000489HWA0016K,#N/A,9.66E+13,ONT,9660000941,39210378-001,1250,"Terminal Connectivity,WIFI 5G-802.11a/n/",21600,0.8523,"18,409.68", 451U , 966000094139210378-00121600 ,12/31/2050,EMS02Q20000489HWA0016K,6/30/2022, AIR ,Cancelled,02313KTC-1,2/1/2022
966000094140020486-00320000EMS02Q20000489HWA0004K,#N/A,9.66E+13,ONT,9660000941,40020486-003,1260,"DDR3 DRAM,2Gbit,800MHz,16bit,1.5V,FBGA96",20000,0.9944,"19,888.00", 451U , 966000094140020486-00320000 ,12/1/2021,EMS02Q20000489HWA0004K,1/3/2022, AIR ,Cancelled,02313KTC-1,2/1/2022
966000094108070667-00260000EMS02Q20000489HWA0003K,#N/A,9.66E+13,ONT,9660000941,08070667-002,1270,"High Capacity MLCC(1uf),6.3V,2200nF,+/-2",60000,0.0062,372, 451U , 966000094108070667-00260000 ,12/1/2021,EMS02Q20000489HWA0003K,1/3/2022, AIR ,Delivered,02313KTC-1,2/1/2022
96600009412117048115000EMS02Q20000489HWA0009K,#N/A,9.66E+13,ONT,9660000941,21170481,1280,"Conductor,DKBA8.055.5199,Pillar-Conflux",15000,0.0303,454.5, 451U ,9.66E+22,12/4/2021,EMS02Q20000489HWA0009K,1/19/2022, AIR ,Delivered,02313KTC-1,2/1/2022
96600009411010017140000EMS02Q20000489HWA0009K,#N/A,9.66E+13,ONT,9660000941,10100171,1290,"Terminal Chip Inductor,0.0024uH,+/-0.3nH",40000,0.0011,44, 451U ,9.66E+22,12/4/2021,EMS02Q20000489HWA0009K,1/19/2022, AIR ,Delivered,02313KTC-1,2/1/2022
9660000941150604451585EMS02Q20000489HWA0009K,#N/A,9.66E+13,ONT,9660000941,15060445,1300,MOSFET NMOS 20V 7.9A 0.05ohm 8V DFN2020-,1585,0.0494,78.299, 451U ,9.66E+21,12/4/2021,EMS02Q20000489HWA0009K,1/19/2022, AIR ,Delivered,02313KTC-1,2/1/2022
9660000941391405393880EMS02Q20000489HWA0009K,#N/A,9.66E+13,ONT,9660000941,39140539,1310,"SLIC,3.3V,-115V,VQFN48",3880,0.2969,"1,151.97", 451U ,9.66E+21,12/4/2021,EMS02Q20000489HWA0009K,1/19/2022, AIR ,Delivered,02313KTC-1,2/1/2022
9660000941101007139000EMS02Q20000489HWA0009K,#N/A,9.66E+13,ONT,9660000941,10100713,1320,Terminal Power Inductor 2.2uH 20% 2.1A 0,9000,0.0145,130.5, 451U ,9.66E+21,12/4/2021,EMS02Q20000489HWA0009K,1/19/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094203013XVB10000EMS02Q20000490HWA0003H,#N/A,9.66E+11,ONT,9660000942,03013XVB,10,PCB EchoLife ONT HG8245WC GPON Terminal,10000,2.229,"22,290.00", 451U , 966000094203013XVB10000 ,11/19/2021,EMS02Q20000490HWA0003H,1/25/2022, SEA ,Delivered,02312VMP-2,2/1/2022
96600009420405050510000EMS02Q20000490HWA0001H,#N/A,9.66E+11,ONT,9660000942,4050505,20,Signal Cable Outsourcing Cable 1.5m 8P8,10000,0.307,"3,070.00", 451U ,9.66E+22,11/5/2021,EMS02Q20000490HWA0001H,1/14/2022, SEA ,Delivered,02312VMP-2,2/1/2022
96600009420905015019200EMS02Q20000490HWA0001H,#N/A,9.66E+11,ONT,9660000942,9050150,30,Lan Transformer 1CT 1CT 0.35mH 4-Lan SMT,19200,0.3235,"6,211.20", 451U ,9.66E+22,11/5/2021,EMS02Q20000490HWA0001H,1/14/2022, SEA ,Delivered,02312VMP-2,2/1/2022
96600009421408035710800EMS02Q20000490HWA0001H,#N/A,9.66E+11,ONT,9660000942,14080357,40,Network Port Connector Single row 4-Port,10800,0.0765,826.2, 451U ,9.66E+22,11/5/2021,EMS02Q20000490HWA0001H,1/14/2022, SEA ,Delivered,02312VMP-2,2/1/2022
96600009421419000210000EMS02Q20000490HWA0001H,#N/A,9.66E+11,ONT,9660000942,14190002,50,Power Connector 1PIN 50V 2A R/A Male Soc,10000,0.0246,246, 451U ,9.66E+22,11/5/2021,EMS02Q20000490HWA0001H,1/14/2022, SEA ,Delivered,02312VMP-2,2/1/2022
96600009421424006510000EMS02Q20000490HWA0001H,#N/A,9.66E+11,ONT,9660000942,14240065,60,IO Connector 4-4Pin Socket/Side Plugging,10000,0.1596,"1,596.00", 451U ,9.66E+22,11/5/2021,EMS02Q20000490HWA0001H,1/14/2022, SEA ,Delivered,02312VMP-2,2/1/2022
96600009421424039920000EMS02Q20000490HWA0001H,#N/A,9.66E+11,ONT,9660000942,14240399,70,IO Connector Unshielded 2Pin upright plu,20000,0.02,400, 451U ,9.66E+22,11/5/2021,EMS02Q20000490HWA0001H,1/14/2022, SEA ,Delivered,02312VMP-2,2/1/2022
96600009421430011310000EMS02Q20000490HWA0001H,#N/A,9.66E+11,ONT,9660000942,14300113,80,Optical Adapter SC/APC-SC/APC Green,10000,0.0918,918, 451U ,9.66E+22,11/5/2021,EMS02Q20000490HWA0001H,1/14/2022, SEA ,Delivered,02312VMP-2,2/1/2022
9660000942160500964800EMS02Q20000490HWA0001H,#N/A,9.66E+11,ONT,9660000942,16050096,90,Push Switch 2P2T 12VDC 1A THT 3.6mm,4800,0.1018,488.64, 451U ,9.66E+21,11/5/2021,EMS02Q20000490HWA0001H,1/14/2022, SEA ,Delivered,02312VMP-2,2/1/2022
96600009421610001910000EMS02Q20000490HWA0001H,#N/A,9.66E+12,ONT,9660000942,16100019,100,Tact switch SPST 12VDC 0.05A THT 3.5mm,10000,0.0207,207, 451U ,9.66E+22,11/5/2021,EMS02Q20000490HWA0001H,1/14/2022, SEA ,Delivered,02312VMP-2,2/1/2022
9660000942210802628400EMS02Q20000490HWA0001H,#N/A,9.66E+12,ONT,9660000942,21080262,110,HG8245 shield case for Bosa part-2108026,8400,0.1476,"1,239.84", 451U ,9.66E+21,11/5/2021,EMS02Q20000490HWA0001H,1/14/2022, SEA ,Delivered,02312VMP-2,2/1/2022
9660000942211257554945EMS02Q20000490HWA0001H,#N/A,9.66E+12,ONT,9660000942,21125755,120,R19C30 HG8245W5-6T aluminum heating pane,4945,0.3529,"1,745.09", 451U ,9.66E+21,11/5/2021,EMS02Q20000490HWA0001H,1/14/2022, SEA ,Delivered,02312VMP-2,2/1/2022
966000094221205330967EMS02Q20000490HWA0002H,#N/A,9.66E+12,ONT,9660000942,21205330,130,PlastIc parts 21205330 draen.asm HG8245W,967,1.6806,"1,625.14", 451U ,9.66E+20,10/17/2021,EMS02Q20000490HWA0002H,1/4/2022, SEA ,Delivered,02312VMP-2,2/1/2022
96600009422601028530000EMS02Q20000490HWA0005H,#N/A,9.66E+12,ONT,9660000942,26010285,140,Cross Recessed Small Pan Head Screw,30000,0.0041,123, 451U ,9.66E+22,11/3/2021,EMS02Q20000490HWA0005H,1/14/2022, SEA ,Delivered,02312VMP-2,2/1/2022
9660000942260104205000EMS02Q20000490HWA0005H,#N/A,9.66E+12,ONT,9660000942,26010420,150,Cross Recessed Pan Head Screws M3x6 Zinc,5000,0.0025,12.5, 451U ,9.66E+21,11/3/2021,EMS02Q20000490HWA0005H,1/14/2022, SEA ,Delivered,02312VMP-2,2/1/2022
96600009422602021130000EMS02Q20000490HWA0008H,#N/A,9.66E+12,ONT,9660000942,26020211,160,SMT nut,30000,0.0586,"1,758.00", 451U ,9.66E+22,11/7/2021,EMS02Q20000490HWA0008H,1/13/2022, SEA ,Cancelled,02312VMP-2,2/1/2022
9660000942270137085000EMS02Q20000490HWA0005H,#N/A,9.66E+12,ONT,9660000942,27013708,170,Omni-directional Antenna 5000MHz x 6000M,5000,0.2217,"1,108.50", 451U ,9.66E+21,11/3/2021,EMS02Q20000490HWA0005H,1/14/2022, SEA ,Delivered,02312VMP-2,2/1/2022
9660000942270137095000EMS02Q20000490HWA0005H,#N/A,9.66E+12,ONT,9660000942,27013709,180,Omni-directional Antenna 5000MHz x 6000M,5000,0.25,"1,250.00", 451U ,9.66E+21,11/3/2021,EMS02Q20000490HWA0005H,1/14/2022, SEA ,Delivered,02312VMP-2,2/1/2022
9660000942270137105000EMS02Q20000490HWA0005H,#N/A,9.66E+12,ONT,9660000942,27013710,190,Omni-directional Antenna 2.4GHz-2.5GHz,5000,0.3571,"1,785.50", 451U ,9.66E+21,11/3/2021,EMS02Q20000490HWA0005H,1/14/2022, SEA ,Delivered,02312VMP-2,2/1/2022
9660000942270137115000EMS02Q20000490HWA0005H,#N/A,9.66E+12,ONT,9660000942,27013711,200,Omni-directional Antenna 2.4GHz 2.5GHz,5000,0.3422,"1,711.00", 451U ,9.66E+21,11/3/2021,EMS02Q20000490HWA0005H,1/14/2022, SEA ,Delivered,02312VMP-2,2/1/2022
96600009422904309210000EMS02Q20000490HWA0005H,#N/A,9.66E+12,ONT,9660000942,29043092,210,"Product Label,Label,DKBA8.818.5922,Indiv",10000,0.0052,52, 451U ,9.66E+22,11/3/2021,EMS02Q20000490HWA0005H,1/14/2022, SEA ,Delivered,02312VMP-2,2/1/2022
96600009422910009942000EMS02Q20000490HWA0005H,#N/A,9.66E+12,ONT,9660000942,29100099,220,"Production Label,29100099_DRAEN,Integrat",42000,0.0315,"1,323.00", 451U ,9.66E+22,11/3/2021,EMS02Q20000490HWA0005H,1/14/2022, SEA ,Delivered,02312VMP-2,2/1/2022
9660000942300605702EMS02Q20000490HWA0005H,#N/A,9.66E+12,ONT,9660000942,30060570,230,Gummed Tape with Huawei LOGO 1000m*100mm,2,23.3179,46.6358, 451U ,9.66E+18,11/3/2021,EMS02Q20000490HWA0005H,1/14/2022, SEA ,Delivered,02312VMP-2,2/1/2022
96600009425162580410500EMS02Q20000490HWA0004H,#N/A,9.66E+12,ONT,9660000942,51625804,240,DKBA8.020.3968 Cable-Line-Metal-Clip for,10500,0.0116,121.8, 451U ,9.66E+22,11/3/2021,EMS02Q20000490HWA0004H,1/25/2022, SEA ,Delivered,02312VMP-2,2/1/2022
96600009429001026321EMS02Q20000490HWA0004H,#N/A,9.66E+12,ONT,9660000942,90010263,250,"Solid Auxiliary Material,Thermal Conduct",21,80.9795,"1,700.57", 451U ,9.66E+19,11/3/2021,EMS02Q20000490HWA0004H,1/25/2022, SEA ,Delivered,02312VMP-2,2/1/2022
966000094290010518124EMS02Q20000490HWA0004H,#N/A,9.66E+12,ONT,9660000942,90010518,260,Solid Manufactory Auxiliaries 8W Thermal,124,98.2316,"12,180.72", 451U ,9.66E+20,11/3/2021,EMS02Q20000490HWA0004H,1/25/2022, SEA ,Delivered,02312VMP-2,2/1/2022
96600009429017008890000EMS02Q20000490HWA0004H,#N/A,9.66E+12,ONT,9660000942,90170088,270,"Gum Paper,Foam Tape,each size 5mm*25mm,F",90000,0.0048,432, 451U ,9.66E+22,11/3/2021,EMS02Q20000490HWA0004H,1/25/2022, SEA ,Delivered,02312VMP-2,2/1/2022
96600009429017015420000EMS02Q20000490HWA0004H,#N/A,9.66E+12,ONT,9660000942,90170154,280,Gum Paper Blank Barcode Label 18mmX6mmX2,20000,0.0167,334, 451U ,9.66E+22,11/3/2021,EMS02Q20000490HWA0004H,1/25/2022, SEA ,Delivered,02312VMP-2,2/1/2022
966000094303013XVB5736EMS02Q20000491HWA0005H,#N/A,9.66E+11,ONT,9660000943,03013XVB,10,PCB EchoLife ONT HG8245WC GPON Terminal,5736,2.229,"12,785.54", 451U , 966000094303013XVB5736 ,11/27/2021,EMS02Q20000491HWA0005H,1/21/2022, SEA ,Delivered,02313BFA-2,2/1/2022
9660000943040505057685EMS02Q20000491HWA0061H,#N/A,9.66E+11,ONT,9660000943,4050505,20,Signal Cable Outsourcing Cable 1.5m 8P8,7685,0.307,"2,359.30", 451U ,9.66E+21,11/27/2021,EMS02Q20000491HWA0061H,1/21/2022, SEA ,Delivered,02313BFA-2,2/1/2022
966000094309050150124800EMS02Q20000491HWA0033H,#N/A,9.66E+11,ONT,9660000943,9050150,30,Lan Transformer 1CT 1CT 0.35mH 4-Lan SMT,124800,0.3235,"40,372.80", 451U ,9.66E+23,11/5/2021,EMS02Q20000491HWA0033H,1/25/2022, SEA ,Delivered,02313BFA-2,2/1/2022
96600009431408035761200EMS02Q20000491HWA0033H,#N/A,9.66E+11,ONT,9660000943,14080357,40,Network Port Connector Single row 4-Port,61200,0.0765,"4,681.80", 451U ,9.66E+22,11/5/2021,EMS02Q20000491HWA0033H,1/25/2022, SEA ,Delivered,02313BFA-2,2/1/2022
966000094314137876-00353506EMS02Q20000491HWA0033H,#N/A,9.66E+11,ONT,9660000943,14137876-003,50,Patch Cord SC-APC SC-APC Single mode 1.5,53506,1.261,"67,471.07", 451U , 966000094314137876-00353506 ,11/5/2021,EMS02Q20000491HWA0033H,1/25/2022, SEA ,Delivered,02313BFA-2,2/1/2022
96600009431419000218000EMS02Q20000491HWA0065H,#N/A,9.66E+11,ONT,9660000943,14190002,60,Power Connector 1PIN 50V 2A R/A Male Soc,18000,0.0246,442.8, 451U ,9.66E+22,11/19/2021,EMS02Q20000491HWA0065H,1/21/2022, SEA ,Delivered,02313BFA-2,2/1/2022
966000094314240060340000EMS02Q20000491HWA0024H,#N/A,9.66E+11,ONT,9660000943,14240060,70,"RF Connector,Coaxial Connector,50,Straig",340000,0.0212,"7,208.00", 451U ,9.66E+23,11/5/2021,EMS02Q20000491HWA0024H,1/14/2022, SEA ,Delivered,02313BFA-2,2/1/2022
96600009431424006562100EMS02Q20000491HWA0024H,#N/A,9.66E+11,ONT,9660000943,14240065,80,IO Connector 4-4Pin Socket/Side Plugging,62100,0.1596,"9,911.16", 451U ,9.66E+22,11/5/2021,EMS02Q20000491HWA0024H,1/14/2022, SEA ,Delivered,02313BFA-2,2/1/2022
966000094314240399124000EMS02Q20000491HWA0024H,#N/A,9.66E+11,ONT,9660000943,14240399,90,IO Connector Unshielded 2Pin upright plu,124000,0.02,"2,480.00", 451U ,9.66E+23,11/5/2021,EMS02Q20000491HWA0024H,1/14/2022, SEA ,Delivered,02313BFA-2,2/1/2022
96600009431430011342000EMS02Q20000491HWA0024H,#N/A,9.66E+12,ONT,9660000943,14300113,100,Optical Adapter SC/APC-SC/APC Green,42000,0.0918,"3,855.60", 451U ,9.66E+22,11/5/2021,EMS02Q20000491HWA0024H,1/14/2022, SEA ,Delivered,02313BFA-2,2/1/2022
96600009431610008196000EMS02Q20000491HWA0024H,#N/A,9.66E+12,ONT,9660000943,16100081,110,Micro switch-SPST-12VDC-0.05A-THT-3.5mm-,96000,0.2108,"20,236.80", 451U ,9.66E+22,11/5/2021,EMS02Q20000491HWA0024H,1/14/2022, SEA ,Delivered,02313BFA-2,2/1/2022
96600009432108026244800EMS02Q20000491HWA0045H,#N/A,9.66E+12,ONT,9660000943,21080262,120,HG8245 shield case for Bosa part-2108026,44800,0.1476,"6,612.48", 451U ,9.66E+22,11/5/2021,EMS02Q20000491HWA0045H,1/14/2022, SEA ,Delivered,02313BFA-2,2/1/2022
96600009432108065853537EMS02Q20000491HWA0045H,#N/A,9.66E+12,ONT,9660000943,21080658,130,Sheet metal shielding protective shell-2,53537,0.1922,"10,289.81", 451U ,9.66E+22,11/5/2021,EMS02Q20000491HWA0045H,1/14/2022, SEA ,Delivered,02313BFA-2,2/1/2022
96600009432108065954518EMS02Q20000491HWA0045H,#N/A,9.66E+12,ONT,9660000943,21080659,140,Sheet metal shielding protective shell-2,54518,0.1933,"10,538.33", 451U ,9.66E+22,11/5/2021,EMS02Q20000491HWA0045H,1/14/2022, SEA ,Delivered,02313BFA-2,2/1/2022
96600009432112612253626EMS02Q20000491HWA0045H,#N/A,9.66E+12,ONT,9660000943,21126122,150,Small sheet metal hardware-21126122_DRAE,53626,0.7056,"37,838.51", 451U ,9.66E+22,11/5/2021,EMS02Q20000491HWA0045H,1/14/2022, SEA ,Delivered,02313BFA-2,2/1/2022
9660000943212059421055EMS02Q20000491HWA0034H,#N/A,9.66E+12,ONT,9660000943,21205942,160,Class terminal plastic parts-21205942_dr,1055,4.121,"4,347.66", 451U ,9.66E+21,11/15/2021,EMS02Q20000491HWA0034H,1/21/2022, SEA ,Cancelled,02313BFA-2,2/1/2022
96600009432601028590000EMS02Q20000491HWA0045H,#N/A,9.66E+12,ONT,9660000943,26010285,170,Cross Recessed Small Pan Head Screw,90000,0.0041,369, 451U ,9.66E+22,11/5/2021,EMS02Q20000491HWA0045H,1/14/2022, SEA ,Delivered,02313BFA-2,2/1/2022
9660000943260102866000EMS02Q20000491HWA0028H,#N/A,9.66E+12,ONT,9660000943,26010286,180,Standard fasteners-cross recessed small,6000,0.0044,26.4, 451U ,9.66E+21,11/4/2021,EMS02Q20000491HWA0028H,1/5/2022, SEA ,Delivered,02313BFA-2,2/1/2022
96600009432601052380000EMS02Q20000491HWA0028H,#N/A,9.66E+12,ONT,9660000943,26010523,190,"Cross Recessed Pan Head Tapping Screws,S",80000,0.0018,144, 451U ,9.66E+22,11/4/2021,EMS02Q20000491HWA0028H,1/5/2022, SEA ,Delivered,02313BFA-2,2/1/2022
96600009432602021191000EMS02Q20000491HWA0052H,#N/A,9.66E+12,ONT,9660000943,26020211,200,SMT nut,91000,0.0586,"5,332.60", 451U ,9.66E+22,11/14/2021,EMS02Q20000491HWA0052H,1/20/2022, SEA ,Cancelled,02313BFA-2,2/1/2022
96600009432701392423524EMS02Q20000491HWA0057H,#N/A,9.66E+12,ONT,9660000943,27013924,210,Omnidirectional antenna-2.4GHz~2.5GHz-2d,23524,0.1592,"3,745.02", 451U ,9.66E+22,11/27/2021,EMS02Q20000491HWA0057H,1/21/2022, SEA ,Delivered,02313BFA-2,2/1/2022
96600009432701392511435EMS02Q20000491HWA0058H,#N/A,9.66E+12,ONT,9660000943,27013925,220,Omnidirectional antenna-2.4GHz~2.5GHz-2d,11435,0.1545,"1,766.71", 451U ,9.66E+22,11/27/2021,EMS02Q20000491HWA0058H,1/21/2022, SEA ,Delivered,02313BFA-2,2/1/2022
96600009432701392626633EMS02Q20000491HWA0055H,#N/A,9.66E+12,ONT,9660000943,27013926,230,Omnidirectional antenna-5.1GHz~5.9GHz-2d,26633,0.1464,"3,899.07", 451U ,9.66E+22,11/27/2021,EMS02Q20000491HWA0055H,1/21/2022, SEA ,Delivered,02313BFA-2,2/1/2022
96600009432701392711410EMS02Q20000491HWA0029H,#N/A,9.66E+12,ONT,9660000943,27013927,240,Omnidirectional antenna-5.1GHz~5.9GHz-2d,11410,0.1557,"1,776.54", 451U ,9.66E+22,11/27/2021,EMS02Q20000491HWA0029H,1/21/2022, SEA ,Delivered,02313BFA-2,2/1/2022
96600009432701392826820EMS02Q20000491HWA0053H,#N/A,9.66E+12,ONT,9660000943,27013928,250,Omnidirectional antenna-5.1GHz~5.9GHz-2d,26820,0.1487,"3,988.13", 451U ,9.66E+22,11/27/2021,EMS02Q20000491HWA0053H,1/21/2022, SEA ,Delivered,02313BFA-2,2/1/2022
96600009432701392926667EMS02Q20000491HWA0056H,#N/A,9.66E+12,ONT,9660000943,27013929,260,Omnidirectional antenna-5.1GHz~5.9GHz-2d,26667,0.1638,"4,368.05", 451U ,9.66E+22,11/27/2021,EMS02Q20000491HWA0056H,1/21/2022, SEA ,Delivered,02313BFA-2,2/1/2022
96600009432904309214000EMS02Q20000491HWA0054H,#N/A,9.66E+12,ONT,9660000943,29043092,270,"Product Label,Label,DKBA8.818.5922,Indiv",14000,0.0052,72.8, 451U ,9.66E+22,11/14/2021,EMS02Q20000491HWA0054H,1/25/2022, SEA ,Delivered,02313BFA-2,2/1/2022
966000094329100099162000EMS02Q20000491HWA0022H,#N/A,9.66E+12,ONT,9660000943,29100099,280,"Production Label,29100099_DRAEN,Integrat",162000,0.0315,"5,103.00", 451U ,9.66E+23,11/5/2021,EMS02Q20000491HWA0022H,1/25/2022, SEA ,Delivered,02313BFA-2,2/1/2022
96600009433006057010EMS02Q20000491HWA0022H,#N/A,9.66E+12,ONT,9660000943,30060570,290,Gummed Tape with Huawei LOGO 1000m*100mm,10,23.3179,233.179, 451U ,9.66E+19,11/5/2021,EMS02Q20000491HWA0022H,1/25/2022, SEA ,Delivered,02313BFA-2,2/1/2022
96600009439001026340EMS02Q20000491HWA0022H,#N/A,9.66E+12,ONT,9660000943,90010263,300,"Solid Auxiliary Material,Thermal Conduct",40,80.9795,"3,239.18", 451U ,9.66E+19,11/5/2021,EMS02Q20000491HWA0022H,1/25/2022, SEA ,Delivered,02313BFA-2,2/1/2022
